"Sex";"Age";"Modes of travel";"Travel motives";"Margins";"Periods";"Stages per person per day (average) (number)";"Distance travelled per stage (average) (passenger kilometres)";"Average travel time per stage (Minutes)"
"Total male and female";"30 to 39 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2020*";"    0.01";"   19.63";"   27.44"
"Total male and female";"30 to 39 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2021*";"    0.01";"   21.45";"   28.90"
"Total male and female";"30 to 39 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2022*";"    0.02";"   23.26";"   30.57"
"Total male and female";"30 to 39 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2023*";"    0.02";"   23.37";"   31.38"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2014*";"    0.05";"   12.51";"   19.85"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2015*";"    0.05";"   12.34";"   19.86"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2016*";"    0.05";"   12.29";"   19.83"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2017*";"    0.05";"   12.87";"   19.89"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2018*";"    0.05";"   12.91";"   20.00"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2019*";"    0.05";"   13.27";"   20.04"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2020*";"    0.04";"   10.89";"   17.46"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2021*";"    0.04";"   11.70";"   18.52"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2022*";"    0.05";"   12.43";"   19.27"
"Total male and female";"30 to 39 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2023*";"    0.05";"   12.91";"   19.80"
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Attending education/courses";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2014*";"    0.14";"   27.80";"   35.01"
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2015*";"    0.14";"   28.03";"   34.91"
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2016*";"    0.14";"   27.60";"   34.79"
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2017*";"    0.13";"   27.73";"   34.69"
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2018*";"    0.13";"   28.49";"   34.79"
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2019*";"    0.13";"   28.80";"   34.89"
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2020*";"    0.09";"   25.31";"   34.41"
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2021*";"    0.10";"   27.96";"   37.27"
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2022*";"    0.11";"   27.12";"   35.46"
"Total male and female";"30 to 39 years";"Car as passenger";"Leisure";"Value";"2023*";"    0.12";"   27.42";"   34.67"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2014*";"    0.04";"   19.29";"   25.94"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2015*";"    0.04";"   19.49";"   25.81"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2016*";"    0.04";"   19.48";"   25.73"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2017*";"    0.04";"   19.62";"   25.75"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2018*";"    0.04";"   19.41";"   25.62"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2019*";"    0.04";"   19.66";"   25.76"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2020*";"    0.03";"   17.86";"   23.53"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2021*";"    0.04";"   18.40";"   24.40"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2022*";"    0.04";"   17.92";"   24.74"
"Total male and female";"30 to 39 years";"Car as passenger";"Other";"Value";"2023*";"    0.04";"   18.15";"   24.84"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2014*";"    0.05";"   41.73";"   42.13"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2015*";"    0.05";"   41.67";"   42.06"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2016*";"    0.06";"   41.84";"   42.11"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2017*";"    0.06";"   41.48";"   42.00"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2018*";"    0.06";"   41.53";"   42.17"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2019*";"    0.06";"   41.55";"   42.19"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2020*";"    0.02";"   38.70";"   40.42"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2021*";"    0.02";"   37.83";"   39.70"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2022*";"    0.03";"   40.57";"   42.21"
"Total male and female";"30 to 39 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2023*";"    0.04";"   42.19";"   43.38"
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Shopping, groceries, funshopping.";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Attending education/courses";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2018*";"    0.02";"   58.79";"   59.35"
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2019*";"    0.02";"   59.08";"   59.52"
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2020*";"    0.01";"   59.57";"   61.00"
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2021*";"    0.01";"   58.92";"   62.35"
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2022*";"    0.02";"   57.82";"   60.33"
"Total male and female";"30 to 39 years";"Train";"Leisure";"Value";"2023*";"    0.02";"   56.83";"   58.93"
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2018*";"    0.01";"   58.07";"   55.17"
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2019*";"    0.01";"   57.79";"   55.16"
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Train";"Other";"Value";"2023*";"    0.01";"   53.70";"   53.65"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2014*";"    0.06";"    8.95";"   24.27"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2015*";"    0.06";"    8.68";"   24.17"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2016*";"    0.06";"    8.67";"   24.10"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2017*";"    0.06";"    8.28";"   24.00"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2018*";"    0.06";"    8.17";"   23.97"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2019*";"    0.06";"    8.05";"   23.78"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2020*";"    0.03";"    7.55";"   23.44"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2021*";"    0.02";"    8.24";"   25.04"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2022*";"    0.03";"    8.39";"   25.34"
"Total male and female";"30 to 39 years";"Bus/metro";"Travel to/from work, (non)-daily commute";"Value";"2023*";"    0.04";"    8.26";"   25.28"
"Total male and female";"30 to 39 years";"Bus/metro";"Shopping, groceries, funshopping.";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Bus/metro";"Shopping, groceries, funshopping.";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Bus/metro";"Shopping, groceries, funshopping.";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Bus/metro";"Shopping, groceries, funshopping.";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Bus/metro";"Shopping, groceries, funshopping.";"Value";"2018*";"    0.01";"    5.92";"   22.61"
"Total male and female";"30 to 39 years";"Bus/metro";"Shopping, groceries, funshopping.";"Value";"2019*";"    0.01";"    5.78";"   22.50"
"Total male and female";"30 to 39 years";"Bus/metro";"Shopping, groceries, funshopping.";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Bus/metro";"Shopping, groceries, funshopping.";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"30 to 39 years";"Bus/metro";"Shopping, groceries, funshopping.";"Value";"2022*";"    0.01";"    6.01";"   23.37"
